Date,Time,Hour,Day,Day_Number,Month,Month_Number,Latitude,Longitude,Area,Crime_Type,Crime_Count,Weather,Population_Density
2025-04-21,17:03,17,Monday,1,April,4,12.995539,77.574136,Malleshwaram,Burglary,1,Sunny,Low
2026-05-30,05:53,5,Saturday,6,May,5,12.906568,77.633792,HSR Layout,Accident,10,Rainy,Very High
2026-03-20,18:22,18,Friday,5,March,3,12.930937,77.591944,Jayanagar,Vehicle Theft,5,Partly Cloudy,High
2026-03-04,04:38,4,Wednesday,3,March,3,12.998046,77.572266,Malleshwaram,Vandalism,7,Sunny,Low
2025-07-17,21:42,21,Thursday,4,July,7,12.908941,77.642097,HSR Layout,Vandalism,9,Sunny,Low
2026-01-20,14:55,14,Tuesday,2,January,1,12.946092,77.571565,Basavanagudi,Vandalism,3,Rainy,Medium
2025-03-24,22:57,22,Monday,1,March,3,12.937607,77.627673,Koramangala,Missing Person,6,Partly Cloudy,Very High
2025-02-16,11:20,11,Sunday,7,February,2,12.98903,77.553764,Rajajinagar,Theft,6,Cloudy,Low
2025-09-19,07:31,7,Friday,5,September,9,12.998842,77.567575,Malleshwaram,Assault,5,Rainy,High
2025-01-03,13:02,13,Friday,5,January,1,12.908197,77.476247,Kengeri,Missing Person,6,Rainy,High
2025-08-05,02:41,2,Tuesday,2,August,8,12.96222,77.742009,Whitefield,Missing Person,6,Rainy,Very High
2026-01-23,02:49,2,Friday,5,January,1,12.946682,77.575411,Basavanagudi,Cyber Crime,10,Sunny,Very High
2025-08-19,22:44,22,Tuesday,2,August,8,12.910687,77.637876,HSR Layout,Accident,9,Rainy,High
2026-01-28,08:49,8,Wednesday,3,January,1,12.968951,77.74368,Whitefield,Assault,4,Rainy,Medium
2025-12-10,03:45,3,Wednesday,3,December,12,12.919873,77.476803,Kengeri,Burglary,3,Cloudy,Low
2025-07-25,13:14,13,Friday,5,July,7,13.026681,77.542236,Yeshwanthpur,Cyber Crime,9,Partly Cloudy,Very High
2026-05-03,12:52,12,Sunday,7,May,5,12.910445,77.639799,HSR Layout,Assault,5,Rainy,Low
2025-11-01,01:11,1,Saturday,6,November,11,12.920632,77.600855,Jayanagar,Vandalism,6,Cloudy,High
2025-05-23,22:59,22,Friday,5,May,5,12.848384,77.660407,Electronic City,Theft,7,Cloudy,Medium
2025-07-26,15:28,15,Saturday,6,July,7,12.929274,77.539733,Banashankari,Vandalism,1,Cloudy,Medium
2026-11-23,10:07,10,Monday,1,November,11,12.979688,77.635421,Indiranagar,Vandalism,1,Cloudy,Low
2026-10-06,10:33,10,Tuesday,2,October,10,12.981126,77.647162,Indiranagar,Assault,4,Partly Cloudy,High
2026-04-17,15:45,15,Friday,5,April,4,12.989965,77.562783,Rajajinagar,Fraud,5,Partly Cloudy,Medium
2026-05-27,01:31,1,Wednesday,3,May,5,12.933746,77.617539,Koramangala,Fraud,8,Rainy,Medium
2026-04-04,01:30,1,Saturday,6,April,4,12.979365,77.647134,Indiranagar,Assault,6,Partly Cloudy,Medium
2025-03-25,11:57,11,Tuesday,2,March,3,12.997451,77.576683,Malleshwaram,Burglary,6,Partly Cloudy,High
2025-04-06,13:45,13,Sunday,7,April,4,12.906582,77.481714,Kengeri,Assault,3,Sunny,Medium
2026-11-27,21:30,21,Friday,5,November,11,12.929063,77.544853,Banashankari,Burglary,4,Partly Cloudy,Low
2026-07-03,02:47,2,Friday,5,July,7,12.929446,77.621221,Koramangala,Assault,7,Cloudy,Medium
2026-01-10,17:23,17,Saturday,6,January,1,12.918643,77.609708,BTM Layout,Fraud,7,Sunny,Medium
2026-10-26,07:31,7,Monday,1,October,10,13.02552,77.547947,Yeshwanthpur,Cyber Crime,3,Partly Cloudy,Medium
2025-06-20,04:33,4,Friday,5,June,6,12.846679,77.656115,Electronic City,Burglary,10,Cloudy,Very High
2025-05-22,22:49,22,Thursday,4,May,5,12.954185,77.698115,Marathahalli,Vandalism,8,Rainy,High
2025-04-13,22:33,22,Sunday,7,April,4,12.839653,77.654938,Electronic City,Missing Person,12,Sunny,Very High
2026-05-23,21:41,21,Saturday,6,May,5,12.920455,77.604834,BTM Layout,Vandalism,4,Rainy,Low
2026-05-04,18:48,18,Monday,1,May,5,12.999781,77.577996,Malleshwaram,Vandalism,5,Sunny,Very High
2025-09-15,01:24,1,Monday,1,September,9,12.847128,77.653261,Electronic City,Fraud,3,Partly Cloudy,Low
2026-08-05,19:12,19,Wednesday,3,August,8,12.920387,77.547051,Banashankari,Vandalism,6,Rainy,Very High
2026-10-30,07:55,7,Friday,5,October,10,12.93182,77.623983,Koramangala,Accident,7,Cloudy,Very High
2026-09-25,04:19,4,Friday,5,September,9,12.920006,77.596604,Jayanagar,Cyber Crime,7,Sunny,Low
2025-11-18,09:03,9,Tuesday,2,November,11,13.033938,77.595534,Hebbal,Assault,5,Partly Cloudy,Low
2026-04-28,16:08,16,Tuesday,2,April,4,12.947582,77.567082,Basavanagudi,Assault,3,Cloudy,High
2025-08-23,06:53,6,Saturday,6,August,8,12.916223,77.484742,Kengeri,Theft,4,Cloudy,Very High
2026-08-06,15:11,15,Thursday,4,August,8,12.974404,77.748767,Whitefield,Accident,4,Cloudy,Low
2026-08-20,14:51,14,Thursday,4,August,8,12.974119,77.64088,Indiranagar,Cyber Crime,3,Partly Cloudy,High
2026-08-22,11:45,11,Saturday,6,August,8,12.923073,77.540103,Banashankari,Cyber Crime,3,Sunny,Low
2026-06-02,02:09,2,Tuesday,2,June,6,13.034399,77.6024,Hebbal,Theft,13,Cloudy,Very High
2026-02-25,09:15,9,Wednesday,3,February,2,12.923195,77.54602,Banashankari,Cyber Crime,7,Partly Cloudy,Very High
2026-02-28,12:50,12,Saturday,6,February,2,12.983504,77.633083,Indiranagar,Vandalism,4,Sunny,Low
2026-09-28,17:45,17,Monday,1,September,9,12.910336,77.476932,Kengeri,Assault,2,Rainy,Low
2026-08-21,18:55,18,Friday,5,August,8,12.951303,77.702603,Marathahalli,Burglary,4,Rainy,Very High
2026-04-16,18:13,18,Thursday,4,April,4,12.982914,77.638313,Indiranagar,Theft,2,Rainy,Low
2025-03-07,22:43,22,Friday,5,March,3,12.940658,77.5671,Basavanagudi,Robbery,3,Partly Cloudy,Medium
2026-09-25,04:07,4,Friday,5,September,9,13.004074,77.57403,Malleshwaram,Missing Person,6,Partly Cloudy,High
2025-10-19,21:09,21,Sunday,7,October,10,12.973534,77.744638,Whitefield,Burglary,8,Rainy,Very High
2026-07-04,09:50,9,Saturday,6,July,7,12.971612,77.750825,Whitefield,Missing Person,7,Rainy,Very High
2026-01-18,18:03,18,Sunday,7,January,1,12.997309,77.570963,Malleshwaram,Assault,1,Rainy,Low
2026-08-27,23:29,23,Thursday,4,August,8,12.952523,77.695795,Marathahalli,Accident,9,Partly Cloudy,Very High
2026-04-29,02:03,2,Wednesday,3,April,4,12.935379,77.617143,Koramangala,Missing Person,6,Rainy,Medium
2025-12-07,10:45,10,Sunday,7,December,12,12.92758,77.552851,Banashankari,Fraud,12,Rainy,Very High
2026-03-29,01:48,1,Sunday,7,March,3,12.936536,77.57936,Basavanagudi,Robbery,8,Sunny,Low
2025-03-19,23:12,23,Wednesday,3,March,3,12.927634,77.620965,Koramangala,Cyber Crime,7,Cloudy,Low
2025-01-05,16:42,16,Sunday,7,January,1,12.920689,77.488369,Kengeri,Burglary,5,Rainy,High
2026-05-15,06:13,6,Friday,5,May,5,12.991081,77.558255,Rajajinagar,Assault,4,Sunny,High
2026-11-10,06:39,6,Tuesday,2,November,11,13.003324,77.567187,Malleshwaram,Robbery,3,Rainy,High
2026-08-30,14:10,14,Sunday,7,August,8,12.921442,77.612116,BTM Layout,Theft,3,Cloudy,Medium
2026-10-07,17:27,17,Wednesday,3,October,10,12.922253,77.6144,BTM Layout,Fraud,4,Cloudy,Very High
2026-06-02,23:37,23,Tuesday,2,June,6,12.931282,77.591897,Jayanagar,Accident,10,Rainy,High
2025-08-20,18:54,18,Wednesday,3,August,8,12.939207,77.569379,Basavanagudi,Vandalism,6,Rainy,Very High
2026-10-20,18:34,18,Tuesday,2,October,10,13.032302,77.599237,Hebbal,Accident,5,Rainy,Medium
2026-07-25,06:26,6,Saturday,6,July,7,12.938115,77.568575,Basavanagudi,Theft,3,Partly Cloudy,Low
2025-05-21,02:01,2,Wednesday,3,May,5,12.931447,77.631229,Koramangala,Theft,5,Partly Cloudy,Medium
2026-08-14,18:44,18,Friday,5,August,8,12.929615,77.553724,Banashankari,Cyber Crime,4,Rainy,High
2025-11-24,12:43,12,Monday,1,November,11,12.99935,77.569485,Malleshwaram,Accident,1,Rainy,Medium
2026-09-27,07:50,7,Sunday,7,September,9,12.993619,77.549393,Rajajinagar,Theft,6,Cloudy,High
2026-05-20,19:36,19,Wednesday,3,May,5,12.904932,77.633318,HSR Layout,Accident,5,Sunny,Low
2026-03-02,08:46,8,Monday,1,March,3,12.975111,77.74844,Whitefield,Missing Person,2,Partly Cloudy,Low
2025-05-16,18:49,18,Friday,5,May,5,12.975646,77.636403,Indiranagar,Vandalism,5,Partly Cloudy,Medium
2026-08-25,02:23,2,Tuesday,2,August,8,13.024036,77.547255,Yeshwanthpur,Theft,4,Cloudy,Medium
2025-06-06,21:59,21,Friday,5,June,6,12.910226,77.476451,Kengeri,Vehicle Theft,11,Cloudy,Very High
2025-02-21,03:39,3,Friday,5,February,2,12.922878,77.543997,Banashankari,Missing Person,5,Partly Cloudy,Very High
2025-08-21,17:08,17,Thursday,4,August,8,13.037267,77.591726,Hebbal,Accident,2,Rainy,Low
2026-09-11,16:57,16,Friday,5,September,9,12.924801,77.596296,Jayanagar,Robbery,5,Rainy,Very High
2026-01-08,06:39,6,Thursday,4,January,1,12.99946,77.569994,Malleshwaram,Fraud,1,Rainy,Medium
2026-03-09,14:56,14,Monday,1,March,3,12.929072,77.590807,Jayanagar,Robbery,7,Sunny,Very High
2026-09-21,19:00,19,Monday,1,September,9,12.913268,77.642062,HSR Layout,Fraud,9,Partly Cloudy,High
2026-03-23,19:27,19,Monday,1,March,3,12.978274,77.64591,Indiranagar,Assault,7,Rainy,Very High
2025-06-22,21:31,21,Sunday,7,June,6,13.024493,77.541372,Yeshwanthpur,Cyber Crime,2,Rainy,Medium
2026-08-18,04:36,4,Tuesday,2,August,8,12.966454,77.747651,Whitefield,Theft,10,Partly Cloudy,High
2026-09-28,19:52,19,Monday,1,September,9,13.005322,77.577074,Malleshwaram,Cyber Crime,1,Sunny,Medium
2025-08-01,02:02,2,Friday,5,August,8,12.936255,77.574862,Basavanagudi,Theft,5,Rainy,Low
2025-07-10,14:08,14,Thursday,4,July,7,13.020484,77.532787,Yeshwanthpur,Missing Person,3,Partly Cloudy,Low
2026-10-07,23:08,23,Wednesday,3,October,10,12.845301,77.657364,Electronic City,Accident,6,Partly Cloudy,High
2025-04-29,19:35,19,Tuesday,2,April,4,13.02385,77.538119,Yeshwanthpur,Vandalism,8,Partly Cloudy,Very High
2025-10-19,17:15,17,Sunday,7,October,10,12.920854,77.617934,BTM Layout,Vehicle Theft,4,Rainy,High
2026-11-05,23:42,23,Thursday,4,November,11,13.021405,77.538442,Yeshwanthpur,Missing Person,7,Cloudy,Low
2025-02-03,01:33,1,Monday,1,February,2,13.034015,77.536627,Yeshwanthpur,Accident,5,Cloudy,Medium
2026-04-19,01:01,1,Sunday,7,April,4,12.922202,77.54662,Banashankari,Robbery,7,Cloudy,Low
2026-12-30,22:19,22,Wednesday,3,December,12,12.998121,77.561926,Rajajinagar,Vandalism,6,Cloudy,Low
2025-04-17,19:48,19,Thursday,4,April,4,13.031124,77.599281,Hebbal,Fraud,5,Rainy,Medium
2025-06-05,21:59,21,Thursday,4,June,6,12.91587,77.476537,Kengeri,Missing Person,4,Sunny,High
2026-01-30,02:38,2,Friday,5,January,1,12.963255,77.746451,Whitefield,Cyber Crime,6,Partly Cloudy,Very High
2025-10-25,20:35,20,Saturday,6,October,10,12.990364,77.55303,Rajajinagar,Accident,9,Cloudy,Low
2026-04-22,22:01,22,Wednesday,3,April,4,12.998933,77.55374,Rajajinagar,Burglary,4,Cloudy,High
2026-05-25,12:53,12,Monday,1,May,5,12.907598,77.635589,HSR Layout,Cyber Crime,1,Rainy,Medium
2026-04-04,01:05,1,Saturday,6,April,4,13.005542,77.57641,Malleshwaram,Vandalism,9,Cloudy,Low
2025-06-11,02:07,2,Wednesday,3,June,6,12.953461,77.698699,Marathahalli,Missing Person,6,Partly Cloudy,Medium
2026-08-31,11:20,11,Monday,1,August,8,12.936667,77.575779,Basavanagudi,Robbery,4,Sunny,Low
2025-03-07,05:17,5,Friday,5,March,3,12.973562,77.74207,Whitefield,Fraud,4,Rainy,High
2026-01-14,08:03,8,Wednesday,3,January,1,12.962401,77.689779,Marathahalli,Vandalism,6,Partly Cloudy,Very High
2026-11-15,14:14,14,Sunday,7,November,11,12.922717,77.596709,Jayanagar,Theft,9,Sunny,High
2025-08-25,17:39,17,Monday,1,August,8,12.992139,77.559701,Rajajinagar,Theft,3,Sunny,High
2025-01-06,06:34,6,Monday,1,January,1,12.990515,77.56022,Rajajinagar,Assault,1,Sunny,Medium
2025-08-31,13:44,13,Sunday,7,August,8,12.92325,77.616322,BTM Layout,Burglary,4,Cloudy,Very High
2025-01-26,08:49,8,Sunday,7,January,1,13.040066,77.598712,Hebbal,Vehicle Theft,4,Sunny,Medium
2025-09-08,23:38,23,Monday,1,September,9,12.918339,77.612875,BTM Layout,Cyber Crime,9,Partly Cloudy,High
2026-01-16,19:07,19,Friday,5,January,1,12.970874,77.749169,Whitefield,Assault,1,Rainy,Low
2026-12-24,07:25,7,Thursday,4,December,12,12.910042,77.613141,BTM Layout,Fraud,1,Partly Cloudy,Medium
2026-06-27,08:29,8,Saturday,6,June,6,12.991569,77.553313,Rajajinagar,Assault,10,Cloudy,Very High
2026-07-10,08:16,8,Friday,5,July,7,12.998667,77.562978,Rajajinagar,Accident,5,Sunny,Medium
2026-03-15,12:50,12,Sunday,7,March,3,12.904178,77.631174,HSR Layout,Theft,4,Cloudy,Very High
2025-05-04,12:56,12,Sunday,7,May,5,12.975067,77.742547,Whitefield,Theft,3,Cloudy,Low
2026-08-10,16:09,16,Monday,1,August,8,12.941202,77.621685,Koramangala,Assault,1,Rainy,Medium
2025-08-05,02:50,2,Tuesday,2,August,8,12.911014,77.486258,Kengeri,Vehicle Theft,5,Cloudy,Low
2025-04-19,07:23,7,Saturday,6,April,4,13.030971,77.593502,Hebbal,Fraud,3,Partly Cloudy,Low
2026-05-21,03:56,3,Thursday,4,May,5,13.002654,77.562999,Malleshwaram,Robbery,2,Sunny,Medium
2026-08-14,22:38,22,Friday,5,August,8,12.913484,77.605591,BTM Layout,Fraud,6,Rainy,High
2025-04-20,19:05,19,Sunday,7,April,4,13.035296,77.602503,Hebbal,Theft,8,Sunny,High
2025-10-06,15:26,15,Monday,1,October,10,13.00487,77.564808,Malleshwaram,Accident,1,Partly Cloudy,Low
2025-03-16,17:42,17,Sunday,7,March,3,13.028936,77.603657,Hebbal,Theft,5,Partly Cloudy,High
2026-03-23,16:59,16,Monday,1,March,3,12.924651,77.552962,Banashankari,Missing Person,4,Cloudy,Low
2026-11-28,18:33,18,Saturday,6,November,11,12.915041,77.607505,BTM Layout,Fraud,9,Cloudy,Medium
2026-05-23,21:30,21,Saturday,6,May,5,12.986296,77.639068,Indiranagar,Theft,8,Cloudy,Medium
2025-04-03,13:32,13,Thursday,4,April,4,12.920689,77.587153,Jayanagar,Theft,6,Cloudy,Low
2025-05-01,13:08,13,Thursday,4,May,5,13.032442,77.603343,Hebbal,Robbery,4,Partly Cloudy,High
2026-06-07,23:32,23,Sunday,7,June,6,12.985737,77.554255,Rajajinagar,Assault,7,Sunny,Medium
2025-12-29,12:47,12,Monday,1,December,12,12.998047,77.576204,Malleshwaram,Fraud,3,Partly Cloudy,Medium
2025-08-12,19:15,19,Tuesday,2,August,8,13.036238,77.599086,Hebbal,Missing Person,5,Sunny,Medium
2026-01-27,18:09,18,Tuesday,2,January,1,13.039815,77.59025,Hebbal,Accident,4,Rainy,Very High
2026-10-31,07:39,7,Saturday,6,October,10,12.964703,77.695691,Marathahalli,Vehicle Theft,4,Sunny,Medium
2025-04-28,20:29,20,Monday,1,April,4,12.995342,77.553616,Rajajinagar,Assault,8,Cloudy,High
2025-04-28,22:58,22,Monday,1,April,4,12.912025,77.477433,Kengeri,Vandalism,6,Partly Cloudy,Low
2025-05-13,02:55,2,Tuesday,2,May,5,12.840046,77.657405,Electronic City,Assault,9,Sunny,High
2026-10-07,08:16,8,Wednesday,3,October,10,12.91233,77.474794,Kengeri,Accident,1,Rainy,Medium
2026-02-18,01:06,1,Wednesday,3,February,2,12.921693,77.481751,Kengeri,Fraud,7,Partly Cloudy,Medium
2025-02-20,00:49,0,Thursday,4,February,2,12.931044,77.626396,Koramangala,Vehicle Theft,6,Rainy,High
2025-11-21,22:29,22,Friday,5,November,11,12.929753,77.60052,Jayanagar,Theft,5,Sunny,Medium
2026-08-09,23:04,23,Sunday,7,August,8,13.032258,77.546607,Yeshwanthpur,Robbery,5,Partly Cloudy,Low
2026-10-08,04:58,4,Thursday,4,October,10,13.000188,77.576364,Malleshwaram,Fraud,3,Sunny,Medium
2025-12-09,16:59,16,Tuesday,2,December,12,12.929976,77.594367,Jayanagar,Accident,5,Partly Cloudy,Low
2025-04-28,14:52,14,Monday,1,April,4,13.006659,77.564961,Malleshwaram,Robbery,1,Cloudy,Low
2026-12-31,22:33,22,Thursday,4,December,12,12.850022,77.656689,Electronic City,Cyber Crime,10,Sunny,Very High
2026-11-06,03:29,3,Friday,5,November,11,13.002575,77.570558,Malleshwaram,Robbery,8,Partly Cloudy,High
2026-04-04,09:41,9,Saturday,6,April,4,12.908376,77.476739,Kengeri,Fraud,8,Cloudy,High
2025-11-03,05:58,5,Monday,1,November,11,12.915976,77.634102,HSR Layout,Missing Person,3,Cloudy,High
2026-12-28,00:29,0,Monday,1,December,12,12.923535,77.600028,Jayanagar,Theft,4,Sunny,Low
2026-06-10,12:35,12,Wednesday,3,June,6,12.93949,77.572572,Basavanagudi,Theft,3,Sunny,Medium
2026-12-24,11:47,11,Thursday,4,December,12,12.944761,77.568492,Basavanagudi,Assault,7,Rainy,Very High
2025-02-17,13:01,13,Monday,1,February,2,12.934261,77.622986,Koramangala,Fraud,7,Sunny,Medium
2025-12-12,23:24,23,Friday,5,December,12,12.973118,77.750897,Whitefield,Cyber Crime,2,Rainy,Medium
2026-03-28,19:06,19,Saturday,6,March,3,13.043723,77.600197,Hebbal,Vehicle Theft,9,Partly Cloudy,Very High
2026-03-07,07:44,7,Saturday,6,March,3,12.977263,77.635456,Indiranagar,Vehicle Theft,8,Partly Cloudy,Medium
2026-08-22,05:20,5,Saturday,6,August,8,12.911884,77.477999,Kengeri,Accident,4,Sunny,High
2026-02-01,07:15,7,Sunday,7,February,2,12.912029,77.616557,BTM Layout,Robbery,7,Partly Cloudy,High
2025-04-05,10:15,10,Saturday,6,April,4,12.910068,77.61305,BTM Layout,Burglary,6,Sunny,Medium
2026-04-13,22:05,22,Monday,1,April,4,13.037234,77.595364,Hebbal,Fraud,9,Rainy,Very High
2026-10-28,08:45,8,Wednesday,3,October,10,12.952304,77.701816,Marathahalli,Assault,4,Cloudy,Low
2026-08-12,16:51,16,Wednesday,3,August,8,13.001207,77.565739,Malleshwaram,Fraud,6,Rainy,High
2025-10-13,23:21,23,Monday,1,October,10,12.838683,77.663969,Electronic City,Vehicle Theft,8,Sunny,Medium
2025-10-09,17:00,17,Thursday,4,October,10,12.911007,77.617023,BTM Layout,Accident,5,Rainy,Very High
2026-02-18,16:14,16,Wednesday,3,February,2,12.928805,77.630384,Koramangala,Accident,5,Rainy,Low
2025-09-03,10:32,10,Wednesday,3,September,9,12.908718,77.632096,HSR Layout,Cyber Crime,4,Sunny,Medium
2026-02-02,02:20,2,Monday,1,February,2,12.992566,77.557226,Rajajinagar,Vandalism,4,Rainy,Low
2025-02-14,10:16,10,Friday,5,February,2,13.028153,77.544267,Yeshwanthpur,Accident,5,Cloudy,Low
2025-04-08,05:25,5,Tuesday,2,April,4,12.923313,77.539834,Banashankari,Cyber Crime,4,Cloudy,Medium
2026-12-12,11:29,11,Saturday,6,December,12,13.038361,77.597502,Hebbal,Accident,2,Sunny,Low
2025-12-06,18:00,18,Saturday,6,December,12,13.003576,77.565958,Malleshwaram,Accident,3,Partly Cloudy,Medium
2026-04-15,03:57,3,Wednesday,3,April,4,12.911521,77.484455,Kengeri,Assault,10,Partly Cloudy,Very High
2026-04-27,05:33,5,Monday,1,April,4,12.918094,77.539669,Banashankari,Accident,2,Cloudy,Medium
2025-03-18,01:54,1,Tuesday,2,March,3,12.967865,77.75721,Whitefield,Assault,5,Cloudy,Low
2025-10-30,21:44,21,Thursday,4,October,10,12.933432,77.542004,Banashankari,Burglary,9,Sunny,Very High
2026-01-31,23:59,23,Saturday,6,January,1,12.919273,77.600971,Jayanagar,Assault,6,Rainy,High
2025-08-02,14:10,14,Saturday,6,August,8,12.994363,77.560519,Rajajinagar,Fraud,8,Cloudy,High
2026-06-27,06:43,6,Saturday,6,June,6,12.941417,77.62995,Koramangala,Cyber Crime,2,Cloudy,High
2025-11-18,02:26,2,Tuesday,2,November,11,13.043024,77.604977,Hebbal,Robbery,3,Rainy,Medium
2025-01-04,02:15,2,Saturday,6,January,1,12.921273,77.606059,BTM Layout,Robbery,4,Partly Cloudy,High
2026-04-04,17:04,17,Saturday,6,April,4,12.935944,77.616938,Koramangala,Fraud,6,Rainy,Very High
2025-05-25,16:24,16,Sunday,7,May,5,12.924442,77.605334,BTM Layout,Robbery,3,Sunny,Low
2026-11-23,17:25,17,Monday,1,November,11,12.995842,77.560902,Rajajinagar,Fraud,7,Partly Cloudy,Very High
2025-02-12,23:50,23,Wednesday,3,February,2,13.035894,77.592253,Hebbal,Fraud,3,Rainy,Medium
2026-09-16,11:25,11,Wednesday,3,September,9,12.838151,77.655071,Electronic City,Robbery,6,Rainy,High
2025-02-24,08:48,8,Monday,1,February,2,12.983897,77.642855,Indiranagar,Robbery,8,Sunny,Very High
2026-10-17,09:51,9,Saturday,6,October,10,12.956199,77.700157,Marathahalli,Accident,10,Cloudy,Very High
2025-07-16,15:40,15,Wednesday,3,July,7,12.936104,77.5762,Basavanagudi,Fraud,5,Cloudy,Low
2025-06-19,04:35,4,Thursday,4,June,6,12.93596,77.62166,Koramangala,Cyber Crime,9,Sunny,High
2026-03-29,05:18,5,Sunday,7,March,3,12.935491,77.630748,Koramangala,Theft,11,Rainy,High
2025-09-30,00:38,0,Tuesday,2,September,9,12.916212,77.485132,Kengeri,Theft,13,Cloudy,High
2025-09-13,01:48,1,Saturday,6,September,9,12.978493,77.640996,Indiranagar,Vehicle Theft,10,Cloudy,High
2025-08-09,17:06,17,Saturday,6,August,8,13.036666,77.590211,Hebbal,Accident,5,Partly Cloudy,Medium
2025-12-25,19:57,19,Thursday,4,December,12,13.027411,77.532152,Yeshwanthpur,Cyber Crime,5,Partly Cloudy,High
2025-12-29,16:29,16,Monday,1,December,12,12.910804,77.607447,BTM Layout,Fraud,4,Rainy,Very High
2026-04-11,17:02,17,Saturday,6,April,4,12.967871,77.755851,Whitefield,Cyber Crime,4,Rainy,Low
2026-04-07,11:50,11,Tuesday,2,April,4,12.923195,77.604834,BTM Layout,Cyber Crime,7,Cloudy,Very High
2025-06-11,10:45,10,Wednesday,3,June,6,12.921362,77.611051,BTM Layout,Burglary,5,Cloudy,High
2025-05-12,02:17,2,Monday,1,May,5,12.943336,77.57755,Basavanagudi,Assault,7,Sunny,Very High
2026-03-22,12:43,12,Sunday,7,March,3,13.039974,77.591869,Hebbal,Robbery,9,Sunny,Very High
2025-11-21,18:12,18,Friday,5,November,11,12.918792,77.637644,HSR Layout,Assault,2,Cloudy,Low
2026-05-04,22:00,22,Monday,1,May,5,12.946563,77.576273,Basavanagudi,Vehicle Theft,6,Rainy,Very High
2025-11-15,00:43,0,Saturday,6,November,11,12.924892,77.553319,Banashankari,Theft,9,Sunny,Low
2025-07-28,21:38,21,Monday,1,July,7,12.914036,77.616073,BTM Layout,Fraud,4,Cloudy,High
2025-12-10,23:40,23,Wednesday,3,December,12,13.001071,77.573208,Malleshwaram,Accident,8,Sunny,High
2026-03-28,02:52,2,Saturday,6,March,3,12.996434,77.561799,Rajajinagar,Vehicle Theft,4,Cloudy,Low
2026-01-18,05:24,5,Sunday,7,January,1,12.913856,77.607166,BTM Layout,Assault,4,Rainy,Low
2026-08-07,12:19,12,Friday,5,August,8,12.930482,77.624553,Koramangala,Cyber Crime,1,Partly Cloudy,Medium
2026-06-04,03:29,3,Thursday,4,June,6,13.029587,77.592238,Hebbal,Theft,4,Partly Cloudy,Medium
2026-02-27,01:54,1,Friday,5,February,2,12.837375,77.660902,Electronic City,Accident,5,Rainy,Medium
2025-11-20,10:46,10,Thursday,4,November,11,12.837423,77.655123,Electronic City,Vandalism,5,Sunny,Medium
2026-05-11,22:30,22,Monday,1,May,5,12.947194,77.578669,Basavanagudi,Cyber Crime,8,Cloudy,Medium
2026-07-20,06:00,6,Monday,1,July,7,12.913729,77.642812,HSR Layout,Cyber Crime,5,Cloudy,Very High
2026-04-20,20:31,20,Monday,1,April,4,12.924309,77.60622,BTM Layout,Theft,11,Rainy,High
2025-04-27,12:12,12,Sunday,7,April,4,12.974983,77.753148,Whitefield,Vandalism,11,Cloudy,Very High
2025-02-19,05:28,5,Wednesday,3,February,2,13.029576,77.536947,Yeshwanthpur,Fraud,5,Rainy,Medium
2025-12-09,17:55,17,Tuesday,2,December,12,12.919299,77.604786,BTM Layout,Cyber Crime,5,Partly Cloudy,Low
2026-04-12,03:54,3,Sunday,7,April,4,13.009449,77.565145,Malleshwaram,Vehicle Theft,8,Cloudy,Low
2026-09-29,04:37,4,Tuesday,2,September,9,12.926712,77.596128,Jayanagar,Missing Person,5,Sunny,Medium
2026-11-18,07:51,7,Wednesday,3,November,11,12.931501,77.626302,Koramangala,Fraud,3,Partly Cloudy,Medium
2026-07-23,00:46,0,Thursday,4,July,7,12.944241,77.567846,Basavanagudi,Cyber Crime,8,Partly Cloudy,Low
2025-11-16,20:56,20,Sunday,7,November,11,12.930202,77.619417,Koramangala,Theft,9,Partly Cloudy,Very High
2026-11-19,07:53,7,Thursday,4,November,11,12.909175,77.606765,BTM Layout,Cyber Crime,4,Partly Cloudy,Low
2025-05-15,07:38,7,Thursday,4,May,5,12.929088,77.547683,Banashankari,Accident,4,Partly Cloudy,Low
2026-06-15,07:23,7,Monday,1,June,6,12.915929,77.608029,BTM Layout,Missing Person,4,Sunny,High
2026-12-03,03:10,3,Thursday,4,December,12,12.927054,77.600636,Jayanagar,Vandalism,8,Cloudy,Low
2025-07-31,23:14,23,Thursday,4,July,7,12.943063,77.581978,Basavanagudi,Missing Person,7,Cloudy,High
2025-06-07,15:52,15,Saturday,6,June,6,12.91844,77.482306,Kengeri,Accident,6,Rainy,Very High
2026-06-21,07:42,7,Sunday,7,June,6,12.982812,77.63706,Indiranagar,Robbery,7,Sunny,Low
2025-04-23,12:21,12,Wednesday,3,April,4,13.034199,77.59002,Hebbal,Robbery,2,Rainy,Medium
2025-05-07,14:54,14,Wednesday,3,May,5,12.966453,77.689684,Marathahalli,Vandalism,5,Sunny,Very High
2026-06-24,20:17,20,Wednesday,3,June,6,12.985159,77.640827,Indiranagar,Assault,7,Rainy,High
2026-05-03,05:37,5,Sunday,7,May,5,13.000285,77.56673,Malleshwaram,Burglary,6,Cloudy,High
2026-02-07,03:36,3,Saturday,6,February,2,13.020408,77.533967,Yeshwanthpur,Fraud,10,Sunny,High
2025-12-21,18:49,18,Sunday,7,December,12,13.029388,77.535164,Yeshwanthpur,Fraud,4,Sunny,Medium
